node_id	longitude	latitude
u15578qtfugg	4.381608	51.198675
u15578qhucgb	4.381008	51.198487
u15578q6h4sj	4.381319	51.198020
u15578q8h7k5	4.381673	51.197680
u15578nyfxsh	4.381941	51.197489
u1557c1794rz	4.385315	51.202396
u1557c1w4p8n	4.385691	51.202854
u1557b4zn8zu	4.387611	51.197496
u1557c3gj2xf	4.386184	51.203674
u1557c05fbpu	4.383674	51.202427
u15578zruv7f	4.382724	51.201768
u1557ct47c8j	4.390572	51.204924
u1557bjbh5pf	4.391624	51.196306
u1557bj3bdzg	4.390787	51.196605
u1557bhfxgrc	4.390411	51.196736
u1555zcpjnu5	4.385138	51.196154
u1557b29bh2h	4.384232	51.197986
u1557b1zx5pf	4.386259	51.197593
u1557bh4m6xb	4.389274	51.196689
u15578zfk0u5	4.383379	51.200800
u1557sqsr5uh	4.381791	51.220385
u1557u2sq5pz	4.384500	51.220382
u1557u2ut8uh	4.384816	51.220412
u1557u3vzhsp	4.386254	51.220647
u1557u6qtfxu	4.386892	51.220765
u1557u6xp101	4.387279	51.220842
u155kh25rgrc	4.394875	51.220211
u1557u7tcp0p	4.388394	51.220661
u155kh05zzzc	4.394875	51.218947
u1557gjyk3s4	4.391629	51.213850
u1557gqtdb05	4.392589	51.215087
u1557gq62685	4.392139	51.214542
u1557gmbpfs4	4.391779	51.214156
u1557gjtz5b1	4.391398	51.213776
u1557gjknvrc	4.391055	51.213484
u1557gj4jcsh	4.390664	51.213121
u1557fuwjygg	4.389977	51.212462
u1557fukhe5y	4.389580	51.212099
u1557fgbt3py	4.388931	51.211488
u1557fet3g8n	4.388427	51.210943
u1557fe7djb4	4.388094	51.210654
u1557u7n1sb5	4.387729	51.220691
u1557f4ezhzu	4.387289	51.207945
u1557u7xhszf	4.388555	51.220862
u1557u7rn621	4.388276	51.220849
u1557u67m77c	4.386865	51.220211
u1557u6g2ek1	4.387348	51.220211
u1557gp8j280	4.394070	51.212771
u155k4bpx45g	4.394837	51.212694
u1557f0d9y5c	4.384312	51.207737
u1557fdbw4b5	4.387579	51.210123
u1557u4q5jzy	4.386774	51.219324
u1557u4u7hbn	4.387450	51.219018
u1557u5h407v	4.387756	51.218951
u1557u7bksez	4.388893	51.219703
u1557u41d380	4.386388	51.218527
u1557gzvpzh4	4.394526	51.217785
u1557gzve7s5	4.394333	51.217852
u1557gqnrnpv	4.392096	51.215248
u1557gw25xgc	4.392284	51.215557
u1557gwve9s1	4.392970	51.216468
